Permutation #,ApacheHVAC File (ASP),Roof Area (m2),External Wall Area (m2),Window Area (m2),Floor Area (m2),Weather File,HDD (Base 18C),CDD (Base 18C),Annual Mean Humidity Ratio (kg/kg),Average Relative Humidity (%),External Wall Construction U Values (W/m2.K),External Window Construction U Values (W/m2.K),Roof Construction U Values (W/m2.K),Actual Infiltration Rate @ 5Pa (L/(s/m2.facade)),EUI (Total) (kWh/m²),EUI (Electricity) (kWh/m²),EUI (Gas) (kWh/m²),Interior lighting (kWh/m²),Space heating (gas) (kWh/m²),Space heating (elec) (kWh/m²),Space cooling (kWh/m²),Pumps (kWh/m²),Fans interior (kWh/m²),Heat Rejection (kWh/m²),DHW heating (gas) (kWh/m²),DHW heating (elec) (kWh/m²),Receptacle equipment (kWh/m²),Elevators escalators (kWh/m²),TEDI
13191,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.2687,1.8792,0.1076,0.65,606.99,174.2,432.79,12.21,432.79,43.41,0.1,0,57.78,0.01,0,41.29,14.49,4.91,419.94
13192,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.2687,1.8792,0.1076,0.65,578.98,172.17,406.81,12.2,406.81,42.5,0.25,0,56.72,0.02,0,41.08,14.49,4.91,396.43
13193,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.2687,1.8792,0.1076,0.65,569.51,169.14,400.37,12.21,400.37,40.33,0,0,55.59,0,0,41.6,14.49,4.91,388.65
13194,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.2687,1.8792,0.1076,0.65,439.29,151.68,287.61,12.2,287.61,29.28,1.18,0,47.77,0.08,0,41.78,14.49,4.91,279.49
13195,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.2687,1.8792,0.1076,0.65,421.14,148.99,272.15,12.2,272.15,27.92,0.8,0,47.55,0.05,0,41.08,14.49,4.91,264.69
13196,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.2687,1.8792,0.1076,0.65,411.08,149.28,261.8,12.2,261.8,27.59,1.43,0,46.79,0.09,0,41.78,14.49,4.91,255.36
13197,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.2687,1.8792,0.1076,0.65,381.54,146.98,234.56,12.2,234.56,23.24,1.51,0,49.45,0.1,0,41.08,14.49,4.91,227.31
13198,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.2687,1.8792,0.1076,0.65,574.27,173.27,401,12.21,401,38.57,0.8,0,60.94,0.05,0,41.29,14.49,4.91,387.44
13199,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.2687,1.8792,0.1076,0.65,435.68,152.5,283.18,12.2,283.18,27.63,2.45,0,49.58,0.16,0,41.08,14.49,4.91,274
13200,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.2687,1.8792,0.1076,0.65,475.59,155.11,320.48,12.2,320.48,33.53,0,0,48.59,0,0,41.38,14.49,4.91,312.35
13201,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.2024,1.8792,0.1076,0.65,491.13,158.34,332.79,12.2,332.79,33.55,0.61,0,51.15,0.04,0,41.38,14.49,4.91,323.07
13202,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.2024,1.8792,0.1076,0.65,445.24,155.29,289.95,12.2,289.95,27.4,0.96,0,53.49,0.06,0,41.78,14.49,4.91,279.66
13203,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.2024,1.8792,0.1076,0.65,374.16,141.96,232.21,12.21,232.21,24.27,0.9,0,43.51,0.06,0,41.6,14.49,4.91,226.29
13204,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.2024,1.8792,0.1076,0.65,359.57,141.29,218.28,12.21,218.28,21.67,0.78,0,45.58,0.05,0,41.6,14.49,4.91,211.57
13205,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.2024,1.8792,0.1076,0.65,334.89,135.71,199.18,12.2,199.18,19.22,0.96,0,42.09,0.06,0,41.78,14.49,4.91,192.51
13206,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.2024,1.8792,0.1076,0.65,387.18,142.27,244.9,12.2,244.9,24.42,0.8,0,44.32,0.05,0,41.08,14.49,4.91,237.49
13207,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.2024,1.8792,0.1076,0.65,485.63,157.35,328.28,12.21,328.28,32.91,0.2,0,51.01,0.01,0,41.6,14.49,4.91,318.51
13208,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.2024,1.8792,0.1076,0.65,466.07,153.09,312.99,12.21,312.99,30.84,0.01,0,49.02,0,0,41.6,14.49,4.91,303.14
13209,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.2024,1.8792,0.1076,0.65,411.44,143.67,267.76,12.21,267.76,28.05,0,0,42.4,0,0,41.6,14.49,4.91,261.01
13210,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.2024,1.8792,0.1076,0.65,590.74,170.78,419.96,12.2,419.96,42.27,0,0,55.83,0,0,41.08,14.49,4.91,407.64
13211,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.2024,1.8792,0.1076,0.65,591.49,171.42,420.07,12.21,420.07,42,0.1,0,56.41,0.01,0,41.29,14.49,4.91,407.46
13212,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.2024,1.8792,0.1076,0.65,564.52,169.49,395.03,12.2,395.03,41.16,0.24,0,55.39,0.02,0,41.08,14.49,4.91,384.84
13213,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.2024,1.8792,0.1076,0.65,554.56,166.53,388.03,12.21,388.03,39.02,0,0,54.29,0,0,41.6,14.49,4.91,376.61
13214,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.2024,1.8792,0.1076,0.65,427.54,149.7,277.84,12.2,277.84,28.35,1.16,0,46.73,0.07,0,41.78,14.49,4.91,270.07
13215,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.2024,1.8792,0.1076,0.65,410.44,147.07,263.37,12.2,263.37,27,0.79,0,46.56,0.05,0,41.08,14.49,4.91,256.13
13216,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.2024,1.8792,0.1076,0.65,400.35,147.34,253,12.2,253,26.64,1.4,0,45.82,0.09,0,41.78,14.49,4.91,246.76
13217,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.2024,1.8792,0.1076,0.65,371.45,145.07,226.38,12.2,226.38,22.47,1.48,0,48.36,0.09,0,41.08,14.49,4.91,219.42
13218,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.2024,1.8792,0.1076,0.65,559.96,170.54,389.42,12.21,389.42,37.33,0.78,0,59.48,0.05,0,41.29,14.49,4.91,376.12
13219,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.2024,1.8792,0.1076,0.65,424.5,150.42,274.07,12.2,274.07,26.69,2.42,0,48.48,0.15,0,41.08,14.49,4.91,265.13
13220,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.2024,1.8792,0.1076,0.65,462.82,152.93,309.89,12.2,309.89,32.42,0,0,47.53,0,0,41.38,14.49,4.91,302.02
13221,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.1835,1.8792,0.1076,0.65,487.43,157.66,329.76,12.2,329.76,33.21,0.61,0,50.81,0.04,0,41.38,14.49,4.91,320.1
13222,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.1835,1.8792,0.1076,0.65,442.07,154.65,287.42,12.2,287.42,27.13,0.95,0,53.13,0.06,0,41.78,14.49,4.91,277.19
13223,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.1835,1.8792,0.1076,0.65,371.35,141.42,229.94,12.21,229.94,23.99,0.9,0,43.26,0.06,0,41.6,14.49,4.91,224.03
13224,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.1835,1.8792,0.1076,0.65,356.61,140.8,215.81,12.21,215.81,21.45,0.78,0,45.31,0.05,0,41.6,14.49,4.91,209.21
13225,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.1835,1.8792,0.1076,0.65,332.25,135.3,196.95,12.2,196.95,19.05,0.96,0,41.85,0.06,0,41.78,14.49,4.91,190.4
13226,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.1835,1.8792,0.1076,0.65,384.31,141.76,242.54,12.2,242.54,24.18,0.79,0,44.06,0.05,0,41.08,14.49,4.91,235.19
13227,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.1835,1.8792,0.1076,0.65,481.71,156.66,325.05,12.21,325.05,32.56,0.2,0,50.67,0.01,0,41.6,14.49,4.91,315.36
13228,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.1835,1.8792,0.1076,0.65,462.67,152.53,310.14,12.21,310.14,30.61,0.01,0,48.7,0,0,41.6,14.49,4.91,300.42
13229,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.1835,1.8792,0.1076,0.65,408.66,143.19,265.47,12.21,265.47,27.82,0,0,42.16,0,0,41.6,14.49,4.91,258.77
13230,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.1835,1.8792,0.1076,0.65,587.05,170.03,417.03,12.2,417.03,41.9,0,0,55.45,0,0,41.08,14.49,4.91,404.72
13231,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.1835,1.8792,0.1076,0.65,586.79,170.66,416.13,12.21,416.13,41.63,0.1,0,56.02,0.01,0,41.29,14.49,4.91,403.67
13232,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.1835,1.8792,0.1076,0.65,559.5,168.7,390.8,12.2,390.8,40.75,0.24,0,55.01,0.02,0,41.08,14.49,4.91,380.75
13233,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.1835,1.8792,0.1076,0.65,550.69,165.79,384.9,12.21,384.9,38.65,0,0,53.92,0,0,41.6,14.49,4.91,373.51
13234,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.1835,1.8792,0.1076,0.65,424.11,149.11,274.99,12.2,274.99,28.06,1.16,0,46.44,0.07,0,41.78,14.49,4.91,267.31
13235,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.1835,1.8792,0.1076,0.65,407.18,146.47,260.71,12.2,260.71,26.68,0.78,0,46.28,0.05,0,41.08,14.49,4.91,253.5
13236,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.1835,1.8792,0.1076,0.65,397.44,146.81,250.63,12.2,250.63,26.39,1.4,0,45.55,0.09,0,41.78,14.49,4.91,244.45
13237,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.1835,1.8792,0.1076,0.65,368.64,144.54,224.09,12.2,224.09,22.26,1.47,0,48.05,0.09,0,41.08,14.49,4.91,217.22
13238,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.1835,1.8792,0.1076,0.65,555.55,169.77,385.78,12.21,385.78,36.98,0.78,0,59.06,0.05,0,41.29,14.49,4.91,372.6
13239,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.1835,1.8792,0.1076,0.65,420.94,149.84,271.1,12.2,271.1,26.43,2.41,0,48.17,0.15,0,41.08,14.49,4.91,262.29
13240,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.1835,1.8792,0.1076,0.65,459.21,152.31,306.91,12.2,306.91,32.09,0,0,47.23,0,0,41.38,14.49,4.91,299.1
13241,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.1572,1.8792,0.1076,0.65,481.78,156.74,325.04,12.2,325.04,32.76,0.61,0,50.34,0.04,0,41.38,14.49,4.91,315.55
13242,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.1572,1.8792,0.1076,0.65,437.09,153.7,283.39,12.2,283.39,26.7,0.94,0,52.62,0.06,0,41.78,14.49,4.91,273.24
13243,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.1572,1.8792,0.1076,0.65,367.62,140.75,226.87,12.21,226.87,23.67,0.9,0,42.9,0.06,0,41.6,14.49,4.91,221.05
13244,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.1572,1.8792,0.1076,0.65,352.69,140.12,212.57,12.21,212.57,21.15,0.77,0,44.93,0.05,0,41.6,14.49,4.91,206.09
13245,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.1572,1.8792,0.1076,0.65,329.01,134.72,194.3,12.2,194.3,18.8,0.95,0,41.52,0.06,0,41.78,14.49,4.91,187.84
13246,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.1572,1.8792,0.1076,0.65,380.18,141.06,239.11,12.2,239.11,23.85,0.79,0,43.69,0.05,0,41.08,14.49,4.91,231.88
13247,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.1572,1.8792,0.1076,0.65,476.16,155.74,320.42,12.21,320.42,32.11,0.2,0,50.2,0.01,0,41.6,14.49,4.91,310.88
13248,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.1572,1.8792,0.1076,0.65,457.03,151.59,305.44,12.21,305.44,30.12,0.01,0,48.25,0,0,41.6,14.49,4.91,295.85
13249,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.1572,1.8792,0.1076,0.65,404.29,142.46,261.83,12.21,261.83,27.42,0,0,41.82,0,0,41.6,14.49,4.91,255.21
13250,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.1572,1.8792,0.1076,0.65,580.59,168.92,411.67,12.2,411.67,41.34,0,0,54.91,0,0,41.08,14.49,4.91,399.49
13251,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.1572,1.8792,0.1076,0.65,580.38,169.48,410.9,12.21,410.9,40.99,0.09,0,55.48,0.01,0,41.29,14.49,4.91,398.48
13252,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.1572,1.8792,0.1076,0.65,553.59,167.64,385.95,12.2,385.95,40.23,0.24,0,54.48,0.02,0,41.08,14.49,4.91,376
13253,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.1572,1.8792,0.1076,0.65,544.33,164.77,379.57,12.21,379.57,38.14,0,0,53.41,0,0,41.6,14.49,4.91,368.36
13254,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.1572,1.8792,0.1076,0.65,419.66,148.27,271.39,12.2,271.39,27.65,1.15,0,46.02,0.07,0,41.78,14.49,4.91,263.76
13255,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.1572,1.8792,0.1076,0.65,402.83,145.74,257.09,12.2,257.09,26.35,0.78,0,45.88,0.05,0,41.08,14.49,4.91,250.02
13256,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.1572,1.8792,0.1076,0.65,393.36,146.06,247.29,12.2,247.29,26.05,1.38,0,45.16,0.09,0,41.78,14.49,4.91,241.19
13257,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.1572,1.8792,0.1076,0.65,364.7,143.79,220.91,12.2,220.91,21.95,1.46,0,47.61,0.09,0,41.08,14.49,4.91,214.14
13258,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.1572,1.8792,0.1076,0.65,550.13,168.66,381.47,12.21,381.47,36.46,0.77,0,58.48,0.05,0,41.29,14.49,4.91,368.34
13259,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.1572,1.8792,0.1076,0.65,416.55,149.01,267.54,12.2,267.54,26.05,2.39,0,47.73,0.15,0,41.08,14.49,4.91,258.81
13260,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.1572,1.8792,0.1076,0.65,454.29,151.39,302.91,12.2,302.91,31.6,0,0,46.8,0,0,41.38,14.49,4.91,295.13
13261,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.1236,1.8792,0.1076,0.65,474.9,155.52,319.38,12.2,319.38,32.16,0.6,0,49.74,0.04,0,41.38,14.49,4.91,310.02
13262,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.1236,1.8792,0.1076,0.65,431.19,152.6,278.59,12.2,278.59,26.25,0.93,0,51.98,0.06,0,41.78,14.49,4.91,268.62
13263,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.1236,1.8792,0.1076,0.65,362.48,139.86,222.61,12.21,222.61,23.25,0.89,0,42.45,0.06,0,41.6,14.49,4.91,216.92
13264,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.1236,1.8792,0.1076,0.65,348.14,139.24,208.9,12.21,208.9,20.76,0.77,0,44.44,0.05,0,41.6,14.49,4.91,202.5
13265,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.1236,1.8792,0.1076,0.65,324.56,133.95,190.61,12.2,190.61,18.46,0.95,0,41.1,0.06,0,41.78,14.49,4.91,184.29
13266,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.1236,1.8792,0.1076,0.65,375.14,140.15,234.98,12.2,234.98,23.42,0.78,0,43.23,0.05,0,41.08,14.49,4.91,227.85
13267,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.1236,1.8792,0.1076,0.65,469.12,154.52,314.6,12.21,314.6,31.49,0.2,0,49.6,0.01,0,41.6,14.49,4.91,305.2
13268,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.1236,1.8792,0.1076,0.65,449.89,150.5,299.39,12.21,299.39,29.6,0.01,0,47.68,0,0,41.6,14.49,4.91,290.06
13269,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.1236,1.8792,0.1076,0.65,398.49,141.48,257.01,12.21,257.01,26.88,0,0,41.38,0,0,41.6,14.49,4.91,250.48
13270,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.1236,1.8792,0.1076,0.65,572.41,167.44,404.96,12.2,404.96,40.54,0,0,54.22,0,0,41.08,14.49,4.91,392.86
13271,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.1236,1.8792,0.1076,0.65,572.95,168.07,404.88,12.21,404.88,40.28,0.09,0,54.79,0.01,0,41.29,14.49,4.91,392.52
13272,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.1236,1.8792,0.1076,0.65,545.31,166.24,379.07,12.2,379.07,39.51,0.24,0,53.8,0.02,0,41.08,14.49,4.91,369.3
13273,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.1236,1.8792,0.1076,0.65,537.21,163.38,373.83,12.21,373.83,37.42,0,0,52.75,0,0,41.6,14.49,4.91,362.65
13274,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.1236,1.8792,0.1076,0.65,413.65,147.25,266.4,12.2,266.4,27.17,1.14,0,45.49,0.07,0,41.78,14.49,4.91,258.93
13275,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.1236,1.8792,0.1076,0.65,397.08,144.71,252.37,12.2,252.37,25.84,0.77,0,45.38,0.05,0,41.08,14.49,4.91,245.4
13276,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.1236,1.8792,0.1076,0.65,388.04,145.05,242.99,12.2,242.99,25.54,1.37,0,44.67,0.09,0,41.78,14.49,4.91,236.95
13277,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.1236,1.8792,0.1076,0.65,359.5,142.82,216.67,12.2,216.67,21.56,1.44,0,47.06,0.09,0,41.08,14.49,4.91,210.06
13278,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.1236,1.8792,0.1076,0.65,542.05,167.28,374.77,12.21,374.77,35.83,0.76,0,57.73,0.05,0,41.29,14.49,4.91,361.88
13279,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.1236,1.8792,0.1076,0.65,410.69,147.91,262.77,12.2,262.77,25.53,2.37,0,47.18,0.15,0,41.08,14.49,4.91,254.15
13280,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.1236,1.8792,0.1076,0.65,447.49,150.27,297.22,12.2,297.22,31.02,0,0,46.26,0,0,41.38,14.49,4.91,289.6
13281,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.0932,1.8792,0.1076,0.65,468.7,154.41,314.3,12.2,314.3,31.6,0.59,0,49.2,0.04,0,41.38,14.49,4.91,305.03
13282,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.0932,1.8792,0.1076,0.65,425.35,151.57,273.78,12.2,273.78,25.82,0.92,0,51.39,0.06,0,41.78,14.49,4.91,264.01
13283,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.0932,1.8792,0.1076,0.65,358.3,139.04,219.26,12.21,219.26,22.84,0.89,0,42.04,0.06,0,41.6,14.49,4.91,213.6
13284,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.0932,1.8792,0.1076,0.65,343.65,138.45,205.2,12.21,205.2,20.42,0.77,0,44,0.05,0,41.6,14.49,4.91,198.95
